track_fid,track_se_1,ele,time,latitude,longitude
"0","173",5.199999809265137,2020/05/28 20:20:43.000,25.770977,-80.353520
"0","174",5.199999809265137,2020/05/28 20:20:51.000,25.770781,-80.353471
"0","175",5.199999809265137,2020/05/28 20:20:58.000,25.770609,-80.353448
"0","176",5.199999809265137,2020/05/28 20:21:05.000,25.770436,-80.353457
"0","177",5.000000000000000,2020/05/28 20:21:12.000,25.770259,-80.353448
"0","178",4.800000190734863,2020/05/28 20:21:20.000,25.770072,-80.353426
"0","179",4.800000190734863,2020/05/28 20:21:21.000,25.770047,-80.353423
"0","180",4.800000190734863,2020/05/28 20:21:29.000,25.769850,-80.353401
"0","181",4.800000190734863,2020/05/28 20:21:37.000,25.769652,-80.353379
"0","182",5.000000000000000,2020/05/28 20:21:45.000,25.769460,-80.353341
"0","183",5.000000000000000,2020/05/28 20:21:48.000,25.769381,-80.353328
"0","184",5.000000000000000,2020/05/28 20:21:56.000,25.769184,-80.353320
"0","185",5.000000000000000,2020/05/28 20:21:57.000,25.769162,-80.353332
"0","186",5.000000000000000,2020/05/28 20:21:58.000,25.769146,-80.353348
"0","187",5.000000000000000,2020/05/28 20:22:01.000,25.769124,-80.353416
"0","188",5.000000000000000,2020/05/28 20:22:07.000,25.769099,-80.353571
"0","189",5.000000000000000,2020/05/28 20:22:15.000,25.769109,-80.353781
"0","190",5.000000000000000,2020/05/28 20:22:22.000,25.769105,-80.353987
"0","191",5.000000000000000,2020/05/28 20:22:29.000,25.769105,-80.354195
"0","192",5.000000000000000,2020/05/28 20:22:37.000,25.769107,-80.354398
"0","193",5.000000000000000,2020/05/28 20:22:39.000,25.769105,-80.354450
"0","194",4.800000190734863,2020/05/28 20:22:47.000,25.769101,-80.354650
"0","195",5.000000000000000,2020/05/28 20:22:55.000,25.769108,-80.354856
"0","196",5.000000000000000,2020/05/28 20:22:56.000,25.769108,-80.354882
"0","197",5.000000000000000,2020/05/28 20:23:04.000,25.769105,-80.355102
"0","198",5.000000000000000,2020/05/28 20:23:06.000,25.769104,-80.355161
"0","199",5.000000000000000,2020/05/28 20:23:13.000,25.769095,-80.355341
"0","200",5.000000000000000,2020/05/28 20:23:21.000,25.769092,-80.355540
"0","201",5.199999809265137,2020/05/28 20:23:28.000,25.769071,-80.355684
"0","202",5.199999809265137,2020/05/28 20:23:31.000,25.769078,-80.355751
"0","203",5.199999809265137,2020/05/28 20:23:34.000,25.769084,-80.355828
"0","204",5.199999809265137,2020/05/28 20:23:41.000,25.769095,-80.356029
"0","205",5.000000000000000,2020/05/28 20:23:48.000,25.769080,-80.356223
"0","206",5.000000000000000,2020/05/28 20:23:55.000,25.769076,-80.356432
"0","207",5.199999809265137,2020/05/28 20:23:57.000,25.769070,-80.356487
"0","208",5.199999809265137,2020/05/28 20:24:04.000,25.769073,-80.356674
"0","209",5.199999809265137,2020/05/28 20:24:12.000,25.769050,-80.356892
"0","210",5.000000000000000,2020/05/28 20:24:17.000,25.769079,-80.357012
"0","211",5.000000000000000,2020/05/28 20:24:22.000,25.769184,-80.357062
"0","212",5.199999809265137,2020/05/28 20:24:29.000,25.769338,-80.357109
"0","213",5.400000095367432,2020/05/28 20:24:30.000,25.769359,-80.357119
"0","214",5.400000095367432,2020/05/28 20:24:37.000,25.769521,-80.357162
"0","215",5.599999904632568,2020/05/28 20:24:38.000,25.769542,-80.357167
"0","216",5.400000095367432,2020/05/28 20:24:46.000,25.769726,-80.357185
"0","217",5.400000095367432,2020/05/28 20:24:54.000,25.769922,-80.357207
"0","218",5.400000095367432,2020/05/28 20:25:02.000,25.770102,-80.357197
"0","219",5.599999904632568,2020/05/28 20:25:09.000,25.770250,-80.357188
"0","220",6.000000000000000,2020/05/28 20:25:18.000,25.770433,-80.357206
"0","221",5.800000190734863,2020/05/28 20:25:19.000,25.770454,-80.357213
"0","222",5.599999904632568,2020/05/28 20:25:27.000,25.770651,-80.357242
"0","223",5.400000095367432,2020/05/28 20:25:35.000,25.770844,-80.357256
"0","224",5.400000095367432,2020/05/28 20:25:36.000,25.770868,-80.357256
"0","225",5.400000095367432,2020/05/28 20:25:43.000,25.771044,-80.357265
"0","226",5.400000095367432,2020/05/28 20:25:47.000,25.771129,-80.357291
"0","227",5.400000095367432,2020/05/28 20:25:49.000,25.771146,-80.357335
"0","228",5.400000095367432,2020/05/28 20:25:55.000,25.771174,-80.357485
"0","229",5.599999904632568,2020/05/28 20:26:05.000,25.771246,-80.357694
"0","230",5.800000190734863,2020/05/28 20:26:14.000,25.771253,-80.357893
"0","231",5.800000190734863,2020/05/28 20:26:20.000,25.771257,-80.358060
"0","232",5.800000190734863,2020/05/28 20:26:25.000,25.771330,-80.358109
"0","233",5.800000190734863,2020/05/28 20:26:33.000,25.771516,-80.358129
"0","234",5.800000190734863,2020/05/28 20:26:40.000,25.771713,-80.358173
"0","235",5.800000190734863,2020/05/28 20:26:47.000,25.771840,-80.358314
"0","236",5.800000190734863,2020/05/28 20:26:53.000,25.771895,-80.358475
"0","237",5.800000190734863,2020/05/28 20:27:00.000,25.771936,-80.358692
"0","238",5.800000190734863,2020/05/28 20:27:04.000,25.771952,-80.358774
"0","239",5.599999904632568,2020/05/28 20:27:12.000,25.771993,-80.358993
"0","240",5.599999904632568,2020/05/28 20:27:13.000,25.771994,-80.359020
"0","241",5.400000095367432,2020/05/28 20:27:21.000,25.772023,-80.359224
"0","242",5.400000095367432,2020/05/28 20:27:28.000,25.772112,-80.359382
"0","243",5.400000095367432,2020/05/28 20:27:35.000,25.772182,-80.359564
"0","244",5.199999809265137,2020/05/28 20:27:42.000,25.772216,-80.359765
"0","245",5.400000095367432,2020/05/28 20:27:49.000,25.772239,-80.359961
"0","246",5.800000190734863,2020/05/28 20:27:57.000,25.772221,-80.360180
"0","247",6.000000000000000,2020/05/28 20:27:59.000,25.772214,-80.360235
"0","248",6.199999809265137,2020/05/28 20:28:07.000,25.772189,-80.360444
"0","249",6.199999809265137,2020/05/28 20:28:08.000,25.772187,-80.360471
"0","250",6.000000000000000,2020/05/28 20:28:16.000,25.772189,-80.360679
"0","251",6.000000000000000,2020/05/28 20:28:17.000,25.772192,-80.360710
"0","252",5.599999904632568,2020/05/28 20:28:25.000,25.772190,-80.360930
"0","253",5.599999904632568,2020/05/28 20:28:30.000,25.772090,-80.360993
"0","254",5.400000095367432,2020/05/28 20:28:37.000,25.771923,-80.360994
"0","255",5.400000095367432,2020/05/28 20:28:45.000,25.771718,-80.360981
"0","256",5.400000095367432,2020/05/28 20:28:47.000,25.771667,-80.360981
"0","257",5.400000095367432,2020/05/28 20:28:55.000,25.771470,-80.360969
"0","258",5.199999809265137,2020/05/28 20:28:56.000,25.771443,-80.360966
"0","259",5.400000095367432,2020/05/28 20:29:04.000,25.771247,-80.360922
"0","260",5.800000190734863,2020/05/28 20:29:11.000,25.771083,-80.360885
"0","261",5.599999904632568,2020/05/28 20:29:19.000,25.770905,-80.360830
"0","262",5.199999809265137,2020/05/28 20:29:27.000,25.770719,-80.360796
"0","263",5.199999809265137,2020/05/28 20:29:28.000,25.770696,-80.360791
"0","264",5.199999809265137,2020/05/28 20:29:34.000,25.770586,-80.360718
"0","265",5.199999809265137,2020/05/28 20:29:41.000,25.770510,-80.360575
"0","266",5.400000095367432,2020/05/28 20:29:47.000,25.770375,-80.360569
